Gender,USCitizen,English,POE,ID,BooksReadSummer,ReadProgHS,PartReadProgHS,OwnBookSummer,PercentReadSummer,WhyNotRead,FamilyRead,SummerSurvey,QuizScore,FirstGen,PercentReadSummerFollowup,PercentReadSemester,Reread,CWSRead,CWSWrite,Think,Challenge,EnjoyBook,EventAdd,CourseList,FollowupSurvey,Book,Year,ReadSummer,ReadFollowup,ReadSemester,AttendEvent,Englsh,FamilyMemberWhoRead,CourseEffect,ConversationsCount,ConverstationsWith,ConversationsFamily,ConversationNumberPeople,ConversationTopic,BookOwn,BookLength,BookDifficulty,KnowSummerRead,WhichOrientation,FamilyMemberRead
,,,,1129263,,,,,,,,,,Yes,0,0,No,The book wasn't assigned,None,3,3,3,,,Yes,LittleBrother,2014,,No,No,No,,,,0,,,0,"Nothing, because I do not read this book before.",,,,,,
,,,,1115211,,,,,,,,,,No,45,100,Yes,All of the book,Formal Essay for CWS,3,4,4,,,Yes,LittleBrother,2014,,No,Yes,No,,,,2,groups,"parents, siblings, other family members",3,Reading and what we talked about in class,,,,,,
,,,,1113822,,,,,,,,,,No,20,0,No,The book wasn't assigned,None,3,3,4,,,Yes,LittleBrother,2014,,No,No,No,,,,none,,,none,nothing,,,,,,
,,,,1114300,,,,,,,,,,No,1,0,Yes,All of the book,,5,5,5,,,Yes,LittleBrother,2014,,No,No,No,,,,0,,,0,,,,,,,
,,,,1129409,,,,,,,,,,Yes,0,0,No,The book wasn't assigned,None,,,,,,Yes,LittleBrother,2014,,No,No,No,,,,0,,,,,,,,,,
,,,,1112187,,,,,,,,,,No,0,90,No,Some of the chapters in the book,Formal Essay for CWS,2,3,3,,,Yes,LittleBrother,2014,,No,Yes,No,,,,3,groups,parents,0,Nothing,,,,,,
,,,,1129413,,,,,,,,,,Yes,75,75,No,The book wasn't assigned,None,3,3,5,,,Yes,LittleBrother,2014,,No,No,No,,,,5,groups,,10,How bad it was,,,,,,
,,,,1115110,,,,,,,,,,No,100,0,No,The book wasn't assigned,None,2,1,2,,,Yes,LittleBrother,2014,,Yes,No,No,,,,3,an individual,"parents, other family members",1,We talked about the increase in surveillance in todays society and debated whether it was beneficial or not.,,,,,,
,,,,1094917,,,,,,,,,,No,100,100,Yes,All of the book,None,2,1,1,,,Yes,LittleBrother,2014,,Yes,Yes,No,,,,3,groups,,3,We discussed how each of our teachers were making us use the book in class and whether or not we enjoyed the book.,,,,,,
,,,,1129401,,,,,,,,,,No,40,100,No,All of the book,"Formal Essay for CWS, Response/Reflection paper",3,3,3,,,Yes,LittleBrother,2014,,No,Yes,No,,,,2,an individual,,2,Key points in the book.,,,,,,
,,,,1110755,,,,,,,,,,No,30,100,Yes,All of the book,Formal Essay for CWS,2,3,3,,,Yes,LittleBrother,2014,,No,Yes,No,,,,2,groups,,6,thoughts about the characters,,,,,,
,,,,1116043,,,,,,,,,,Yes,100,0,No,The book wasn't assigned,None,3,4,4,,,Yes,LittleBrother,2014,,Yes,No,No,,,,Two,an individual,parents,Two,We talked about the importance of the book; whether it was good or bad,,,,,,
,,,,1114784,,,,,,,,,,Yes,0,0,No,The book wasn't assigned,None,3,3,5,,,Yes,LittleBrother,2014,,No,No,No,,,,12,"an individual, groups",,15,How we thought it was a play-off of Orwell's Animal Farm.,,,,,,
Female,Yes,Yes,Education,1080904,2,Yes,Yes,Yes,5,I was too busy to finish,No,Yes,0.666666667,No,0,1,No,The book wasn't assigned,None,1,1,5,5,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,,,0,We didn't talk about it.,,,,,,
Female,Yes,Yes,Biology,1077391,1,No,No,Yes,85,"I was too busy to finish	, I don’t like reading, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.666666667,Yes,90,0,No,The book wasn't assigned,None,4,4,5,4,,Yes,Complicated,2014,Yes,Yes,No,Yes,,,No,2,groups,,2,How the book was really repetitive and it was a drag to read through.,,,,,,
Male,Yes,Yes,English,1080686,4,Yes,Yes,Yes,95,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.5,Yes,90,0,Yes,Some of the chapters in the book,Free write in class,4,2,4,1,,Yes,Complicated,2014,Yes,Yes,No,Yes,,,No,10,"an individual, groups",parents,10,,,,,,,
Female,Yes,Yes,psychology and business,1094104,15,No,No,Yes,5,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.333333333,No,5,0,No,The book wasn't assigned,None,5,4,5,4,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,,,0,,,,,,,
Female,Yes,Yes,Biology,1083091,0,No,No,Yes,0,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.333333333,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Psychology,1101221,1,No,No,Yes,1,,No,Yes,0.666666667,No,75,25,Yes,The book wasn't assigned,None,3,1,3,,,Yes,Complicated,2014,No,No,No,No,,,No,1,an individual,,1,Social Media and how teens use it to their abilities.,,,,,,
Female,Yes,Yes,peace and conflict studies,1079914,3,Yes,Yes,No,65,I lost interest/thought the book was boring,No,Yes,,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,explorarty,1100910,0,No,No,No,0,"I was too busy to finish	, I don’t like reading",Yes,Yes,0.333333333,No,0,0,No,Some of the chapters in the book,None,4,4,4,,,Yes,Complicated,2014,No,No,No,No,,,,,,,0,Nothing,,,,,,
Male,Yes,Yes,halbritter,1083171,2,Yes,Yes,Yes,25,I lost interest/thought the book was boring,No,Yes,0.5,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1100505,2,No,No,No,0,I was too busy to finish,No,Yes,0.333333333,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Communication,1058431,4,No,No,Yes,50,"I was too busy to finish	, I didn’t see the point of the assignment",No,Yes,0.166666667,No,0,50,Yes,The book wasn't assigned,Response/Reflection paper,3,3,3,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,2,groups,,4,Social media,,,,,,
Male,Yes,Yes,physics,1106806,5,No,No,No,20,"I didn’t see the point of the assignment, I lost interest/thought the book was boring",No,Yes,0.666666667,No,10,0,No,The book wasn't assigned,None,4,4,4,3,,Yes,Complicated,2014,No,No,No,No,,,No,,,,,,,,,,,
Male,Yes,Yes,Science,1065353,2,No,No,No,0,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.666666667,Yes,0,0,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,,,,,,,,,,
Female,Yes,Yes,Art,1065915,8,No,No,Yes,15,I lost interest/thought the book was boring,Yes,Yes,0.166666667,No,0,0,No,The book wasn't assigned,None,4,4,4,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,5,groups,,10,How rediculous it was that we had to read this book required for the corse and do nothing about it.,,,,,,
Female,Yes,Yes,Education,1074177,3,Yes,Yes,Yes,10,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1068293,10,Yes,Yes,Yes,1,,No,Yes,0.5,No,1,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,No,No,No,No,,,No,0,,,0,,,,,,,
Male,Yes,Yes,Biology,1087910,1,Yes,Yes,No,1,,No,Yes,0.666666667,No,1,0,No,The book wasn't assigned,None,3,3,5,2,,Yes,Complicated,2014,No,No,No,Yes,,,No,2,groups,parents,0,I didn't have conversations about the book.,,,,,,
Male,Yes,Yes,Biology,1099474,3,Yes,Yes,Yes,0,I was too busy to finish,No,Yes,,No,0,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,"an individual, groups",,0,N/A,,,,,,
Female,Yes,Yes,Chemistry,1087841,2,Yes,Yes,Yes,1,,Yes,Yes,0.666666667,No,1,0,No,The book wasn't assigned,None,4,4,4,4,,Yes,Complicated,2014,No,No,No,Yes,,,No,1,an individual,,2,Mostly whether or not we liked the book.,,,,,,
Male,Yes,Yes,Business,1065744,2,No,No,No,0,I was too busy to finish,No,Yes,0.166666667,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Exploratory,1080615,1,No,No,Yes,10,I lost interest/thought the book was boring,No,Yes,0.666666667,No,10,10,Yes,Some of the chapters in the book,None,5,5,5,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,3,groups,parents,a few,We talked about how much we disagreed with the book and how repetitive it was.,,,,,,
Female,Yes,Yes,PACS/International Studies,1068070,10,Yes,Yes,No,1,,No,Yes,0.666666667,No,1,1,Yes,Some of the chapters in the book,Response/Reflection paper,2,2,3,2,,Yes,Complicated,2014,No,No,No,Yes,,,No,5,an individual,parents,6,Summary and how we felt about the book,,,,,,
Female,Yes,Yes,Bio,1091940,8,Yes,Yes,Yes,1,,No,Yes,0.666666667,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Male,Yes,No,Biology,1099484,3,No,No,No,15,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.333333333,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Biology,1090554,2,No,No,No,1,"I don’t like reading, I lost interest/thought the book was boring",No,Yes,0.5,No,1,1,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,No,No,No,Yes,,,No,2,"an individual, groups",,2,How we didn't read it,,,,,,
Male,Yes,Yes,Integrated media,1088255,2,Yes,Yes,Yes,10,I lost interest/thought the book was boring,Yes,Yes,0.5,No,15,15,Yes,The book wasn't assigned,Free write in class,1,2,1,4,,Yes,Complicated,2014,No,No,No,Yes,,,No,2,groups,parents,0,,,,,,,
Male,Yes,Yes,Biology,1093835,3,Yes,Yes,Yes,100,,No,Yes,0.666666667,No,100,15,Yes,All of the book,None,3,4,1,4,,Yes,Complicated,2014,Yes,Yes,No,Yes,,,No,4,"an individual, groups","parents, siblings",7,What we thought about the book and that we mostly understood everything that was talked about. We all felt like the book was common sense for someone of our age.,,,,,,
Female,Yes,Yes,Undecided,1094047,2,No,No,No,0,"I was too busy to finish	, I wasn’t interested in the topic",No,Yes,0.5,No,0,10,No,Some of the chapters in the book,None,4,5,5,4,,Yes,Complicated,2014,No,No,No,Yes,,,No,1,groups,,3,"We did not really enjoy boyd's writing. She seemed to just write about things that everyone already knows, and teens are really tired of hearing about social media.",,,,,,
Female,Yes,Yes,Education,1084482,3,No,No,Yes,10,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.666666667,No,10,10,No,The book wasn't assigned,None,4,3,4,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,5,groups,,8,How the lecture that was given was practically the same thing as the book. I was hoping that the lecture would challenge me to think a bit more and ask some Why or How questions more.,,,,,,
Male,Yes,Yes,Exploratory,965056,4,No,No,Yes,35,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.333333333,No,35,0,No,The book wasn't assigned,None,5,5,4,,,Yes,Complicated,2014,No,No,No,No,,,No,8,an individual,"parents, siblings",8,It was more if you read the book or not,,,,,,
Female,No,No,Psychology and Communication,1109359,2,No,No,No,,"I was too busy to finish	, I don’t like reading",No,Yes,0.333333333,No,0,0,No,The book wasn't assigned,None,3,1,1,3,,Yes,Complicated,2014,,No,No,Yes,,,No,1,"an individual, groups",other family members,3,The book. What it is abou,,,,,,
Male,Yes,Yes,Biology,1089137,2,Yes,Yes,Yes,20,I lost interest/thought the book was boring,No,Yes,0.333333333,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Business,1096124,1,Yes,Yes,Yes,0,I was too busy to finish,No,Yes,0.166666667,No,1,1,No,The book wasn't assigned,None,3,3,3,1,,Yes,Complicated,2014,No,No,No,Yes,,,No,none,,,none,,,,,,,
Female,Yes,Yes,Chemistry,1095588,3,Yes,Yes,No,50,"I don’t like reading, I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",Yes,Yes,0.5,No,50,50,No,The book wasn't assigned,Blog post,5,5,3,,,Yes,Complicated,2014,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Environmental Science,1099481,3,No,No,Yes,15,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.166666667,No,5,0,No,The book wasn't assigned,None,3,3,4,3,,Yes,Complicated,2014,No,No,No,No,,,No,0,an individual,,0,,,,,,,
Female,Yes,Yes,Exploratory,954953,3,No,No,Yes,1,,No,Yes,0.666666667,No,100,0,No,The book wasn't assigned,None,4,5,3,3,,Yes,Complicated,2014,No,Yes,No,Yes,,,No,3,groups,,2,The points that we agreed with and disagreed with.,,,,,,
Female,Yes,Yes,Business,1094961,1,No,No,Yes,25,"I don’t like reading, I lost interest/thought the book was boring",No,Yes,0.5,No,30,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,,,0,didn't have any conversations about it.,,,,,,
Female,Yes,Yes,Psychology,1068337,5,Yes,Yes,Yes,5,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.333333333,No,5,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,No,No,No,Yes,,,No,2,groups,,0,How much we hated the book.,,,,,,
Female,Yes,Yes,Chemistry,1076424,1,No,No,No,0,I wasn’t interested in the topic,No,Yes,0.833333333,No,0,0,No,The book wasn't assigned,None,,,,,,Yes,Complicated,2014,No,No,No,No,,,,2,an individual,,2,Not reading the book,,,,,,
Female,Yes,Yes,childhood developement,1055132,4,Yes,Yes,Yes,10,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.333333333,Yes,10,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,No,No,No,No,,,No,0,,,2,how much we didnt like it and how hard it was to actually get into the book.,,,,,,
Female,Yes,Yes,Biology/ Chemistry,1085857,10,Yes,Yes,Yes,25,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.333333333,No,5,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,No,No,No,No,,,No,0,,,0,nothing,,,,,,
Female,Yes,Yes,Business,1093319,5,No,No,Yes,20,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.666666667,No,10,15,No,Some of the chapters in the book,None,4,3,5,,,Yes,Complicated,2014,No,No,No,No,,,No,2,groups,,2,,,,,,,
Female,Yes,Yes,Social Work,847252,8,No,No,No,0,I wasn’t interested in the topic,No,Yes,,No,,,,,None,,,,,,Yes,Complicated,2014,No,,,No,,,,,,,,,,,,,,
Female,Yes,Yes,Science,1099769,7,No,No,No,0,I wasn’t interested in the topic,No,Yes,0.333333333,Yes,0,0,No,The book wasn't assigned,None,,,,,,Yes,Complicated,2014,No,No,No,No,,,,0,,,,,,,,,,
Male,Yes,Yes,business,,0,Yes,No,Yes,0,"I was too busy to finish	, I don’t like reading, I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.166666667,,,,No,The book wasn't assigned,None,5,5,4,,,Yes,Complicated,2014,No,,,No,,,No,3,"an individual, groups",,3,About what we thought of the parts of the book we read.,,,,,,
Male,Yes,Yes,business,,0,Yes,No,Yes,0,"I was too busy to finish	, I don’t like reading, I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.166666667,,,0,No,The book wasn't assigned,None,1,1,1,1,,Yes,Complicated,2014,No,,No,No,,,No,,,,,,,,,,,
Male,Yes,Yes,business,,0,Yes,No,Yes,0,"I was too busy to finish	, I don’t like reading, I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.166666667,,,,No,The book wasn't assigned,None,1,1,1,1,,Yes,Complicated,2014,No,,,Yes,,,No,None,groups,parents,None,Nothing because I didn't talk about it,,,,,,
Male,Yes,Yes,business,,0,Yes,No,Yes,0,"I was too busy to finish	, I don’t like reading, I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.166666667,,,0,No,The book wasn't assigned,None,1,4,4,4,,Yes,Complicated,2014,No,,No,Yes,,,No,0,,,0,,,,,,,
Male,Yes,Yes,business,,0,Yes,No,Yes,0,"I was too busy to finish	, I don’t like reading, I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.166666667,,,5,No,The book wasn't assigned,Free write in class,4,4,4,2,,Yes,Complicated,2014,No,,No,Yes,,,No,2,"an individual, groups",,4,The book was repetitive and didnt present much new information.,,,,,,
Female,Yes,Yes,Childhood Education & Business Accounting,1082424,0,Yes,Yes,No,0,"I don’t like reading, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.333333333,No,0,0,No,The book wasn't assigned,None,5,5,5,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,,,0,,,,,,,
Female,Yes,Yes,Biology,1088225,5,Yes,Yes,Yes,1,,No,Yes,0.5,No,100,0,No,The book wasn't assigned,None,3,4,4,,,Yes,Complicated,2014,No,Yes,No,No,,,No,3,groups,siblings,3,What we liked and disliked about the book,,,,,,
Female,Yes,Yes,Biology,1082383,6,Yes,Yes,Yes,40,I wasn’t interested in the topic,No,Yes,,No,20,30,No,The book wasn't assigned,None,5,5,5,,,Yes,Complicated,2014,No,No,No,No,,,No,4,groups,parents,1,,,,,,,
Male,Yes,Yes,Theater,1100873,1,No,No,Yes,10,I was too busy to finish,No,Yes,0.333333333,No,10,20,Yes,All of the book,Formal Essay for CWS,3,3,3,,,Yes,Complicated,2014,No,No,No,No,,,No,0,,,0,,,,,,,
Male,Yes,Yes,biology,1088207,5,No,No,Yes,100,,No,Yes,0.166666667,No,90,0,No,The book wasn't assigned,None,3,2,3,5,,Yes,Complicated,2014,Yes,Yes,No,No,,,No,2,an individual,parents,1,"How repetitive it is and how we found the subject to be boring. We also found reading a book during the summer a little ridiculous, especially considering that we found out the book was not a mandatory read.",,,,,,
Female,Yes,Yes,Business,1083398,1,No,No,No,0,I didn’t see the point of the assignment,No,Yes,0.166666667,No,0,0,No,The book wasn't assigned,None,,,,,,Yes,Complicated,2014,No,No,No,No,,,No,0,,,,,,,,,,
Female,Yes,Yes,biology,1084418,4,Yes,Yes,No,0,I wasn’t interested in the topic,No,Yes,0.333333333,No,0,0,No,The book wasn't assigned,None,5,5,5,,,Yes,Complicated,2014,No,No,No,No,,,No,3,"an individual, groups",,2,We all agreed that we were not interested in the book and it's concepts.,,,,,,
Male,Yes,Yes,Environmental Science,1098358,3,Yes,Yes,Yes,90,I lost interest/thought the book was boring,No,Yes,0.666666667,No,60,0,No,The book wasn't assigned,None,5,5,5,,,Yes,Complicated,2014,Yes,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Chemistry,1107376,6,No,No,No,5,"I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",Yes,Yes,0.666666667,No,50,0,No,The book wasn't assigned,None,5,5,5,,,Yes,Complicated,2014,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,environmental science,1089255,7,No,No,No,0,,No,Yes,,No,0,0,No,The book wasn't assigned,None,3,3,3,,,Yes,Complicated,2014,No,No,No,No,,,,0,,,0,,,,,,,
Male,Yes,No,Business,1092291,1,No,No,No,10,I lost interest/thought the book was boring,No,Yes,0.166666667,Yes,10,10,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,1,an individual,,1,How did you feel about the book,,,,,,
Male,Yes,Yes,biology,1063491,2,Yes,Yes,No,40,I was too busy to finish,No,Yes,0.5,No,30,0,No,The book wasn't assigned,None,4,4,5,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,,,,,,,,,,
Male,Yes,Yes,Biology,1093390,0,Yes,Yes,No,0,I don’t like reading,No,Yes,0.333333333,No,0,0,No,The book wasn't assigned,None,3,3,3,3,,Yes,Complicated,2014,No,No,No,No,,,No,0,,,0,,,,,,,
Male,Yes,Yes,English,1097437,1,No,No,No,0,I lost interest/thought the book was boring,No,Yes,0.166666667,No,0,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,No,No,No,No,,,No,0,,,None,Nothing,,,,,,
Female,Yes,Yes,environmental science,1107117,5,No,No,Yes,1,,No,Yes,0.5,No,25,25,No,The book wasn't assigned,None,4,5,5,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,1,groups,,,We talked about how much we disliked the book and some of the ideas presented in it.,,,,,,
Male,Yes,Yes,Environmental Science,1089171,1,No,No,Yes,70,"I was too busy to finish	, I don’t like reading, I wasn’t interested in the topic",No,Yes,0.5,No,60,0,No,The book wasn't assigned,None,3,3,5,,,Yes,Complicated,2014,No,No,No,No,,,No,0,,,none,,,,,,,
Female,Yes,Yes,Undecided,1050156,7,No,No,Yes,50,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.666666667,No,40,50,Yes,The book wasn't assigned,None,3,,4,4,,Yes,Complicated,2014,No,No,No,Yes,,,No,3,groups,"parents, other family members",0,,,,,,,
Female,Yes,Yes,Science,1099276,0,No,No,Yes,10,"I was too busy to finish	, I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.666666667,No,5,0,No,The book wasn't assigned,None,4,3,5,,,Yes,Complicated,2014,No,No,No,No,,,No,2,an individual,,10,We discussed how redundant and repetitive the book was.  We also agreed that we were thankful to not have been required to read the book for CWS.,,,,,,
Female,No,No,Psychology,1099090,,No,,No,,,No,Yes,,No,0,0,No,The book wasn't assigned,None,3,3,3,2,,Yes,Complicated,2014,,No,No,Yes,,,No,2,"an individual, groups",,1,The presentation by Dana Boyd and some of her main points,,,,,,
Male,Yes,Yes,Biology,1089010,1,Yes,Yes,No,100,,No,Yes,0.666666667,No,75,10,No,The book wasn't assigned,None,5,4,5,,,Yes,Complicated,2014,Yes,No,No,No,,,No,0,,,0,,,,,,,
Female,Yes,Yes,Education,1081369,4,Yes,Yes,Yes,0,I wasn’t interested in the topic,No,Yes,0.333333333,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Art History,1084576,6,Yes,Yes,No,0,I lost interest/thought the book was boring,No,Yes,0.333333333,Yes,0,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,No,No,No,No,,,No,0,,,0,"I did not having any conversations about it. The only conversations about it was from the students who actually read it and most, to all, did not like it at all.",,,,,,
Female,Yes,Yes,Biology,1084703,0,No,No,No,0,,No,Yes,,No,0,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Complicated,2014,No,No,No,Yes,,,No,0,,,none,,,,,,,
Trans/NonBinary,Yes,Yes,Psychology,1083535,6,No,No,Yes,1,,No,Yes,0.666666667,No,100,100,No,The book wasn't assigned,None,2,1,2,3,,Yes,Complicated,2014,No,Yes,Yes,No,,,No,5,groups,"parents, siblings",8,"Generally how well we liked the book. I very much enjoyed it and would have liked to discuss the actual subject matter, but most of my classmates found it boring; I think they were unused to reading nonfiction and had a hard time with the level of discourse.",,,,,,
Male,Yes,Yes,English,1089002,10,Yes,Yes,No,75,I lost interest/thought the book was boring,No,Yes,0.5,,,,,,,,,,,,,Complicated,2014,No,,,,,,,,,,,,,,,,,
Female,No,No,BAC,1076194,1,No,No,No,0,,No,Yes,0.166666667,No,0,0,Yes,The book wasn't assigned,None,2,3,2,3,,Yes,Complicated,2014,No,No,No,Yes,,,No,2,an individual,parents,1,,,,,,,
